dms_id,target_seq_len,rho_esm,wt_agreement,mean_wt_logprob,mean_entropy,frac_confident,score_dispersion,length,n_variants
A0A192B1T2_9HIV1_Haddox_2018,852,0.03514131240121323,0.14652567975830816,-2.675522787367019,2.6918914653023203,0.012084592145015106,1.3803791798529443,852.0,12577.0
A0A1I9GEU1_NEIME_Kennouche_2019,161,-0.015807884188498243,0.3105590062111801,-2.2569941195937,2.2771000727687194,0.14285714285714285,2.6921424620149303,161.0,922.0
A0A247D711_LISMN_Stadelmann_2021,87,0.09663994310870196,0.21839080459770116,-2.4202057216102366,2.5746868419535884,0.034482758620689655,1.5906333999195423,87.0,1653.0
A0A2Z5U3Z0_9INFA_Doud_2016,565,0.06358953046095377,0.15602836879432624,-2.7340236389943473,2.6856964434503663,0.015957446808510637,1.4823736712643798,565.0,10715.0
A0A2Z5U3Z0_9INFA_Wu_2014,565,0.07312528902945907,0.1539855072463768,-2.737212041068984,2.69208756186392,0.016304347826086956,1.2315022801342217,565.0,2350.0
A4D664_9INFA_Soh_2019,759,0.026923753760204314,0.1067193675889328,-2.810452091118642,2.791148342948029,0.003952569169960474,1.0363546313261074,759.0,14421.0
A4GRB6_PSEAI_Chen_2020,266,0.6550167691595239,0.42857142857142855,-1.7489884219194072,1.805000977483893,0.3308270676691729,3.270362304290485,266.0,5004.0
A4_HUMAN_Seuma_2022,770,0.3969732662269706,0.16666666666666666,-2.6928432278689884,2.4364005554290045,0.023809523809523808,2.847553600996067,770.0,796.0
AACC1_PSEAI_Dandage_2018,177,0.2563642337972122,0.3105590062111801,-2.151552513033522,2.2078060884468305,0.15527950310559005,2.5416358634433913,177.0,1801.0
ACE2_HUMAN_Chan_2020,805,0.2155810988578542,0.4188034188034188,-1.9475608075989816,1.874969783732588,0.2905982905982906,2.8153950881369183,805.0,2223.0
ADRB2_HUMAN_Jones_2020,413,0.4742408538848631,0.308252427184466,-2.107971101853057,2.024297899341672,0.25,3.3739207992295577,413.0,7800.0
AICDA_HUMAN_Gajula_2014_3cycles,198,0.1964487745829886,0.2727272727272727,-2.8655338619243014,2.106858318502253,0.18181818181818182,3.1287774272017597,198.0,209.0
AMFR_HUMAN_Tsuboyama_2023_4G3O,47,0.6028224530883394,0.44680851063829785,-1.8036471920761656,1.730081930756569,0.40425531914893614,2.9742636722179236,47.0,820.0
AMIE_PSEAE_Wrenbeck_2017,346,0.42778350528967873,0.33724340175953077,-2.1847078444581625,2.166567154600124,0.19648093841642228,2.6560800468980736,346.0,6227.0
ANCSZ_Hobbs_2022,627,0.598069015357327,0.48175182481751827,-1.622042884367937,1.5537417781365912,0.4051094890510949,3.8540077192511975,627.0,4670.0
ARGR_ECOLI_Tsuboyama_2023_1AOY,69,0.5111299152309362,0.43478260869565216,-2.0360817205214845,2.0966671867215116,0.17391304347826086,2.267371879549625,69.0,1287.0
BBC1_YEAST_Tsuboyama_2023_1TG0,64,0.48550092049550125,0.328125,-1.8656519806972938,1.7945181829854846,0.28125,2.716649689181568,64.0,1084.0
BCHB_CHLTE_Tsuboyama_2023_2KRU,52,0.17951134555575857,0.17307692307692307,-2.716534639780338,2.6108071511754622,0.038461538461538464,1.2057455192612139,52.0,890.0
BLAT_ECOLX_Deng_2012,286,0.46090695364157036,0.5817490494296578,-1.3458031262684977,1.4283622120092747,0.4866920152091255,3.4710578549865905,286.0,4996.0
BLAT_ECOLX_Firnberg_2014,286,0.6577614886295468,0.5817490494296578,-1.3458031262684977,1.4283622120092747,0.4866920152091255,3.444569365478339,286.0,4783.0
BLAT_ECOLX_Jacquier_2013,286,0.6259659793225515,0.5817490494296578,-1.3458031262684977,1.4283622120092747,0.4866920152091255,3.2340604391842485,286.0,989.0
BLAT_ECOLX_Stiffler_2015,286,0.6605167767134725,0.5817490494296578,-1.3458031262684977,1.4283622120092747,0.4866920152091255,3.4710578549865905,286.0,4996.0
C6KNH7_9INFA_Lee_2018,566,-0.007228762002417979,0.15724381625441697,-2.7125458103426086,2.69297412502688,0.019434628975265017,1.5361280193298543,566.0,10754.0
CALM1_HUMAN_Weile_2017,149,0.19497082827442133,0.6959459459459459,-0.8684893535051693,1.0764037366622958,0.6756756756756757,3.728354789547807,149.0,1813.0
CAPSD_AAV2S_Sinai_2021,735,0.19400538105527118,0.0,-2.920649835041591,2.8774974942207336,0.0,0.714430209266339,735.0,532.0
CASP3_HUMAN_Roychowdhury_2020,258,0.6387513321240738,0.6614785992217899,-1.2190648968356883,1.259778003173913,0.603112840466926,3.5705046610205575,258.0,1567.0
CASP7_HUMAN_Roychowdhury_2020,281,0.6322670688506985,0.5857142857142857,-1.3556012273660079,1.429615490146846,0.5464285714285714,3.5655482021558185,281.0,1680.0
CATR_CHLRE_Tsuboyama_2023_2AMI,72,0.4179252301728472,0.5972222222222222,-1.0545474114494735,1.3508101609768346,0.5138888888888888,3.5906558706357576,72.0,1340.0
CBPA2_HUMAN_Tsuboyama_2023_1O6X,72,0.46182463720509953,0.2361111111111111,-2.6110688803924456,2.52471988937921,0.027777777777777776,1.6957097527385492,72.0,1357.0
CBS_HUMAN_Sun_2020,551,0.3350107908030218,0.45719489981785066,-1.6704995867071881,1.6647768236021554,0.41712204007285975,3.519746424038067,551.0,7217.0
CBX4_HUMAN_Tsuboyama_2023_2K28,50,0.6797949287385209,0.56,-1.343732959292829,1.5308487575501204,0.48,2.8781728227936627,50.0,917.0
CCDB_ECOLI_Adkar_2012,101,0.4064423465936578,0.36,-2.0431409046426414,1.9020122994482518,0.29,2.889188667952428,101.0,1176.0
CCDB_ECOLI_Tripathi_2016,101,0.462255439165841,0.36,-2.0431409046426414,1.9020122994482518,0.29,2.9232898636656066,101.0,1663.0
CCR5_HUMAN_Gill_2023,352,0.36167051076576967,0.4241486068111455,-1.8128344878960176,1.785720469634807,0.33126934984520123,3.3655250470838136,352.0,6137.0
CD19_HUMAN_Klesmith_2019_FMC_singles,556,0.05383653897358162,0.21691176470588236,-2.4953698056308307,2.4170426699223326,0.09191176470588236,2.1948749981548135,556.0,3761.0
CP2C9_HUMAN_Amorosi_2021_abundance,490,0.6247276051628698,0.6111111111111112,-1.3560450077004187,1.4176328746360485,0.5329218106995884,3.406166544759907,490.0,6370.0
