corpus,unit,n,bulk,util_0.01,util_0.1,top_separation,tie_frac,score_skew,score_kurtosis,iqr_over_range,entropy_mean,entropy_sd,n_positions
ProteinGym,A4GRB6_PSEAI_Chen_2020,5004,0.6804512580942536,0.361176373718435,0.6148448574372748,1.1811877185919952,0.0003996802557953,-0.5811498256290168,-0.2641804963935312,0.2317358642623838,1.6868951566670818,0.8123170905024542,237
ProteinGym,AACC1_PSEAI_Dandage_2018,1801,0.5200352532187769,0.3056484218887853,0.3260602824435836,1.3223734000364924,0.0,-0.3946582792620042,-0.3949878589008233,0.2540596464035186,0.9437787059898082,0.8770616298506385,10
ProteinGym,ADRB2_HUMAN_Jones_2020,7800,0.5395377145813585,0.1519023538249341,0.2389937766090909,0.7252400580662758,0.0002564102564102,-0.5778599676099428,-0.8454990701150931,0.3166439414763328,1.5019945913283734,1.07904866554944,390
ProteinGym,AMIE_PSEAE_Wrenbeck_2017,6227,0.4571961442250055,0.1596535987842462,0.2276143456864799,1.1955996010867769,0.0003211819495744,-1.069086803352134,0.7745964571664419,0.1781666206157179,2.139357969631695,0.7713822350670163,214
ProteinGym,B3VI55_LIPST_Klesmith_2015,7890,0.4183944747317956,0.0981873469830239,0.3014640877966829,1.230925879827898,0.0007604562737642,-0.5533690336038815,-0.2346959563862571,0.2276079917362169,1.6414345354366304,0.8152127892053742,279
ProteinGym,BLAT_ECOLX_Deng_2012,4996,0.5082617371290147,0.2592045668737938,0.4047383770077819,1.315785301461895,0.0004003202562049,-0.3172588770146017,-0.3862053977728736,0.2220574760660255,1.238015302377265,0.8357370322273816,262
ProteinGym,BLAT_ECOLX_Firnberg_2014,4783,0.7074323203493151,0.3782169652480487,0.5687421936150285,1.326636234739691,0.0004181476061049,-0.2899675476397291,-0.4319150622383003,0.2291714050617268,1.2094267740665658,0.8181729249829497,175
ProteinGym,BLAT_ECOLX_Stiffler_2015,4996,0.7059851531994071,0.6094078659351213,0.7054471634409565,1.315785301461895,0.0004003202562049,-0.3172588770146017,-0.3862053977728736,0.2220574760660255,1.238015302377265,0.8357370322273816,262
ProteinGym,CALM1_HUMAN_Weile_2017,1813,0.2694482694146845,0.235351957456965,0.4228660267572,1.8711830457935057,0.0,-0.0411993519637802,-0.1210959908886861,0.204320794573518,0.007335255157977261,0.007370158294357447,4
ProteinGym,CCDB_ECOLI_Tripathi_2016,1663,0.542341403013392,0.8659033181469983,0.8832712618809715,1.4058343918902796,0.0,-0.5422004736109581,-0.1178466726514018,0.2404297129634288,1.7095013000429031,0.7682719307235879,35
ProteinGym,CP2C9_HUMAN_Amorosi_abundance_2021,6370,0.6087797485812942,0.5208958944297822,0.614578900115952,1.8283823577647644,0.0,0.0009921273695567,-0.2672744885273559,0.2102764830050252,0.9006751511262665,0.6197021356006319,40
ProteinGym,CP2C9_HUMAN_Amorosi_activity_2021,6142,0.6338139526333009,0.7395907168486084,0.6588324796833541,1.7702027169214702,0.0006512536633018,0.0054168875940686,-0.3316372505393743,0.2209782917960819,0.8472234324593874,0.6334525216794734,46
ProteinGym,DYR_ECOLI_Thompson_plusLon_2019,2363,0.5029693152032852,-0.0160129761901935,0.3686506375263114,1.5062980144137768,0.0,-0.1818550435136736,-0.5079389416771156,0.2677869961859764,1.3094299259925464,0.6742868217887855,22
ProteinGym,ESTA_BACSU_Nutschel_2020,2172,0.3390036778024552,0.172622418285662,0.2682280341777843,1.3677619400847456,0.0,-0.5542124011367681,0.0538919159155351,0.2191123053312782,2.0810209484549342,0.40773557836490554,15
ProteinGym,I6TAH8_I68A0_Doud_2015,9462,0.0089044191576873,-0.0093998946249008,-0.0159106895871439,2.092022323991741,0.0033819488480236,-1.7382877900343707,8.645875017759066,0.0803635371621503,2.791402558782459,0.23234114204054407,498
ProteinGym,IF1_ECOLI_Kelsic_2016,1367,0.5482851055108928,0.5876422306172033,0.680272253515826,1.738270977036362,0.0,0.0624956973303381,-0.4084138858282151,0.240222946372153,0.6839792832167877,0.5956262484323643,71
ProteinGym,KKA2_KLEPN_Melnikov_2014,4960,0.6528470296394804,0.3885514020791119,0.4220561060710658,1.4963043788055062,0.0,-0.3397936179428907,-0.4028884091039755,0.2343859339531717,1.1511173864585686,0.8220863764353158,217
ProteinGym,MK01_HUMAN_Brenan_2016,6809,0.1964076052924014,0.0231472811293292,0.0313792388106235,1.4402248696687567,0.0011749155529446,-0.1963850980154703,-0.5388934222680084,0.2175022028503494,0.8568922017882291,0.7889448558542983,349
ProteinGym,NCAP_I34A1_Doud_2015,9462,0.024647792417189,-0.0096781625254729,-0.0214980760213019,2.170280099472046,0.0027478334390192,-1.7514371150357395,9.289833258482238,0.0797481882771516,2.7963873186232293,0.23234891024763923,498
ProteinGym,NUD15_HUMAN_Suiter_2020,2844,0.6569985145482693,0.4656565806794521,0.6094675725412685,1.178669276154017,0.0,-0.4092923012827512,-0.4613732032048743,0.2701955313770311,1.1501802970779642,0.8964225799033204,83
ProteinGym,P53_HUMAN_Giacomelli_NULL_Etoposide_2018,7467,0.4645025628801136,0.1244606124294541,0.3289525472524521,1.131203813923259,0.0002678451854827,-0.8007200506902807,0.0555054205255629,0.2064861936405813,1.611713665235176,0.9582929160239376,393
ProteinGym,P53_HUMAN_Giacomelli_NULL_Nutlin_2018,7467,0.4436852120895755,-0.0398446027782043,0.1637592512422624,1.131203813923259,0.0002678451854827,-0.8007200506902807,0.0555054205255629,0.2064861936405813,1.611713665235176,0.9582929160239376,393
ProteinGym,P53_HUMAN_Giacomelli_WT_Nutlin_2018,7467,0.4850863627116974,0.090481213807479,0.27444718359087,1.131203813923259,0.0002678451854827,-0.8007200506902807,0.0555054205255629,0.2064861936405813,1.611713665235176,0.9582929160239376,393
ProteinGym,P84126_THETH_Chan_2017,1519,0.6153964195864202,0.7615638444582657,0.7041065186684564,1.818617186935586,0.0,0.286726672037954,-0.5060133962008089,0.2641126720560467,0.5257816554166148,0.5493664077500939,79
ProteinGym,PTEN_HUMAN_Matreyek_2021,5083,0.4804673491555709,0.2545212088737849,0.4019546112828533,0.9769159368598506,0.0,-0.5670339125398887,-0.5838206419495608,0.2891712908672542,1.5663591086855717,0.9925122238729478,38
ProteinGym,PTEN_HUMAN_Mighell_2018,7260,0.5551792068561548,0.3517816801851064,0.4566058363857355,0.969716734679278,0.0,-0.6003020274796128,-0.5381799808355119,0.2738859704157021,1.4377675850673826,0.9889788533402883,326
ProteinGym,R1AB_SARS2_Flynn_growth_2022,5725,-0.037248399115115,-0.1868513994216954,-0.1671009593256975,2.224701038532654,0.0027947598253275,-0.033023869053114,0.5724406728591402,0.1425602271961523,2.8634234537327012,0.07438920415304355,277
ProteinGym,RASH_HUMAN_Bandaru_2017,3134,0.4237403793297887,0.2307490360320951,0.3908926227374058,1.7641297704393264,0.0,0.2335969472462335,-0.4944475875652223,0.2560685213834126,0.37636218009721767,0.5592833128741364,164
ProteinGym,REV_HV1H2_Fernandes_2016,2147,0.1461033847919189,-0.016545197601953,0.0685530215369765,1.750970353164528,0.0,-0.801802484408032,1.781539804192363,0.1590939346383551,2.515306075878593,0.36113801999650413,113
ProteinGym,RL401_YEAST_Mavor_2016,1253,0.3930837882467717,0.5205524830823332,0.6940168879966911,2.304401582444393,0.0,0.3671835099990325,0.2964161270935701,0.1881854025090471,0.2094341273914471,0.2842431322614998,30
ProteinGym,RL401_YEAST_Roscoe_2014,1380,0.3276626881510513,0.5802730459010561,0.7327970769706462,2.3081311668049067,0.0,0.3844153495830278,0.2893829776622381,0.1874486382688773,0.13658346164688048,0.21694776537614185,62
ProteinGym,SUMO1_HUMAN_Weile_2017,1700,0.385398784282095,0.3031893996274721,0.38972119646704,1.910591903898697,0.0,0.0132398102394234,-0.0634092713806655,0.2107537881278558,0.1501946564442927,0.23384021347070755,48
ProteinGym,SYUA_HUMAN_Newberry_2020,2497,0.1800255132366008,0.1353441956053035,0.3479889776452508,1.7574159373130578,0.000800961153384,0.0716291477078619,-0.4581939928557261,0.2129267362971055,0.7617398956137023,0.7932122824982494,88
ProteinGym,TAT_HV1BR_Fernandes_2016,1577,0.4506484944113064,0.205027839327078,0.2894763007387527,1.1738963753897254,0.0,-1.0796383028936256,0.5432883829349668,0.2102308224738617,2.1000782588656164,0.9327509325921658,83
ProteinGym,TPK1_HUMAN_Weile_2017,3181,0.2714524710351294,0.1554938119448106,0.1696195790472256,1.5193081155061223,0.0,-0.0480620401407997,-0.5982117008955612,0.2434333999073654,0.8932310371484006,0.8014782815900245,28
ProteinGym,TPMT_HUMAN_Matreyek_2018,3648,0.5613086213745971,0.2576857894887153,0.3812178394549598,1.2565108310658837,0.000548245614035,-0.4599091211156259,-0.36371638858183,0.2524344559288341,1.201665442187868,0.906634718409103,14
ProteinGym,TRPC_SACS2_Chan_2017,1519,0.6303501857532355,0.644157274283217,0.7083361821634668,1.473648402960047,0.0,0.0673147171561778,-0.8223513771738955,0.3048446367841815,0.8365038768334684,0.6592403899201732,79
